game,date,age,team,opp,result,mp,playoffs mp,fg,playoffs fg,fga,fgp,three,playoffs 3,threeatt,threep,playoffs 3p,ft,playoffs ft,fta,ftp,orb,playoffs orb,drb,playoffs drb,trb,playoffs trb,ast,stl,blk,tov,playoffs tov,pts,playoffs pts,game_score,plus_minus
14,12/5/1992,29-292,CHI,BOS,W (+7),37,44,8,15,20,0.4,0,1,1,0,0.333,8,4,9,0.889,0,2,3,3,3,5,5,2,0,2,5,24,35,16.4,
15,12/8/1992,29-295,CHI,ATL,L (-9),46,39,14,13,28,0.5,2,0,4,0.5,0,2,11,2,1,3,0,9,3,12,3,8,1,0,2,0,32,37,25.4,
16,12/9/1992,29-296,CHI,CLE,W (+17),35,44,10,10,22,0.455,1,0,3,0.333,0,7,9,7,1,2,1,9,7,11,8,10,4,2,3,3,28,29,29.3,
17,12/11/1992,29-298,CHI,HOU,L (-14),40,34,11,16,23,0.478,1,6,3,0.333,0.6,3,1,3,1,4,2,7,1,11,3,4,0,1,4,1,26,39,17.1,
18,12/12/1992,29-299,CHI,NJN,W (+6),41,50,13,16,26,0.5,3,0,6,0.5,0,9,7,12,0.75,0,1,6,4,6,5,3,1,1,2,5,38,39,26.6,
19,12/15/1992,29-302,CHI,CHH,W (+15),33,41,11,11,21,0.524,3,0,3,1,0,0,4,0,,1,2,3,5,4,7,6,3,2,5,5,25,26,19.5,
20,12/17/1992,29-304,CHI,WSB,W (+8),40,45,12,9,29,0.414,0,0,1,0,0,4,10,4,1,1,1,6,3,7,4,8,4,2,1,4,28,28,23.8,
21,12/19/1992,29-306,CHI,PHI,L (-2),42,44,11,15,26,0.423,1,3,4,0.25,0.429,0,12,0,,4,0,6,1,10,1,10,4,1,1,1,23,45,22.9,
22,12/21/1992,29-308,CHI,MIA,W (+4),43,44,6,15,19,0.316,1,3,3,0.333,0.429,5,12,6,0.833,3,0,5,1,8,1,3,5,2,2,1,18,45,16,
23,12/23/1992,29-310,CHI,WSB,W (+9),42,44,22,15,37,0.595,6,3,8,0.75,0.429,7,12,8,0.875,0,0,2,1,2,1,10,3,1,1,1,57,45,48.6,
24,12/25/1992,29-312,CHI,NYK,W (+12),41,44,15,15,34,0.441,0,3,4,0,0.429,12,12,16,0.75,0,0,8,1,8,1,5,3,1,4,1,42,45,27.4,
25,12/26/1992,29-313,CHI,IND,W (+11),40,44,8,15,22,0.364,1,3,3,0.333,0.429,0,12,0,,3,0,6,1,9,1,8,1,0,2,1,17,45,11.3,
26,12/29/1992,29-316,CHI,CHH,W (+11),42,44,9,15,25,0.36,1,3,3,0.333,0.429,9,12,10,0.9,4,0,8,1,12,1,11,0,1,3,1,28,45,23.9,
27,12/30/1992,29-317,CHI,MIA,W (+5),40,44,9,15,18,0.5,0,3,1,0,0.429,21,12,24,0.875,1,0,5,1,6,1,8,3,2,1,1,39,45,39.2,
28,1/2/1993,29-320,CHI,IND,W (+9),40,44,14,15,27,0.519,2,3,4,0.5,0.429,9,12,11,0.818,3,0,5,1,8,1,5,1,0,2,1,39,45,29.8,
29,1/5/1993,29-323,CHI,LAL,L (-3),41,44,15,15,31,0.484,1,3,6,0.167,0.429,5,12,6,0.833,0,0,4,1,4,1,5,2,1,1,1,36,45,24.7,
30,1/6/1993,29-324,CHI,CLE,L (-22),34,44,10,15,22,0.455,0,3,1,0,0.429,3,12,5,0.6,2,0,6,1,8,1,3,1,0,2,1,23,45,14.7,
31,1/8/1993,29-326,CHI,MIL,W (+25),35,44,15,15,26,0.577,2,3,5,0.4,0.429,3,12,3,1,3,0,5,1,8,1,7,4,0,2,1,35,45,32.5,
32,1/9/1993,29-327,CHI,PHI,L (-13),44,44,13,15,36,0.361,0,3,4,0,0.429,4,12,4,1,2,0,9,1,11,1,6,2,0,3,1,30,45,15.3,
33,1/12/1993,29-330,CHI,ORL,W (+16),37,44,9,15,22,0.409,0,3,1,0,0.429,5,12,6,0.833,2,0,6,1,8,1,4,3,3,3,1,23,45,18.9,
34,1/15/1993,29-333,CHI,GSW,W (+21),38,44,10,15,19,0.526,1,3,2,0.5,0.429,5,12,5,1,2,0,10,1,12,1,10,5,2,2,1,26,45,32.1,
35,1/16/1993,29-334,CHI,ORL,L (-4),47,44,27,15,49,0.551,1,3,5,0.2,0.429,9,12,11,0.818,4,0,2,1,6,1,1,5,0,2,1,64,45,44.8,
36,1/18/1993,29-336,CHI,BOS,W (+10),30,44,10,15,22,0.455,0,3,1,0,0.429,9,12,10,0.9,4,0,4,1,8,1,3,4,1,2,1,29,45,25.6,
37,1/21/1993,29-339,CHI,NJN,W (+13),39,44,12,15,24,0.5,2,3,4,0.5,0.429,4,12,4,1,1,0,2,1,3,1,4,4,0,3,1,30,45,22.3,
38,1/22/1993,29-340,CHI,CHH,L (-8),43,44,10,15,26,0.385,0,3,2,0,0.429,8,12,11,0.727,2,0,4,1,6,1,2,3,1,1,1,28,45,17.7,
39,1/24/1993,29-342,CHI,SAS,L (-4),44,44,16,15,35,0.457,0,3,2,0,0.429,10,12,11,0.909,5,0,6,1,11,1,3,4,2,4,1,42,45,31.1,
40,1/26/1993,29-344,CHI,DAL,W (+35),27,44,7,15,15,0.467,1,3,4,0.25,0.429,0,12,0,,2,0,8,1,10,1,4,3,0,3,1,15,45,12.7,
41,1/28/1993,29-346,CHI,HOU,L (-11),39,44,12,15,27,0.444,1,3,1,1,0.429,1,12,2,0.5,0,0,6,1,6,1,4,5,0,3,1,26,45,17.3,
42,1/30/1993,29-348,CHI,DEN,L (-7),41,44,14,15,31,0.452,0,3,2,0,0.429,11,12,15,0.733,3,0,4,1,7,1,5,4,1,3,1,39,45,29,
43,2/1/1993,29-350,CHI,UTA,W (+4),43,44,13,15,28,0.464,1,3,3,0.333,0.429,10,12,14,0.714,3,0,4,1,7,1,2,1,1,4,1,37,45,23.4,
44,2/3/1993,29-352,CHI,SAC,W (+19),39,44,14,15,26,0.538,2,3,2,1,0.429,6,12,7,0.857,0,0,3,1,3,1,2,2,2,3,1,36,45,23.7,
45,2/4/1993,29-353,CHI,LAC,W (+2),47,44,13,15,34,0.382,0,3,3,0,0.429,7,12,7,1,2,0,4,1,6,1,4,2,1,3,1,33,45,17.5,
46,2/7/1993,29-356,CHI,POR,W (+10),43,44,13,15,28,0.464,4,3,7,0.571,0.429,4,12,6,0.667,3,0,8,1,11,1,5,2,2,1,1,34,45,28.8,
47,2/10/1993,29-359,CHI,IND,W (+11),42,44,16,15,27,0.593,1,3,3,0.333,0.429,7,12,9,0.778,1,0,8,1,9,1,8,6,0,3,1,40,45,37.6,
48,2/13/1993,29-362,CHI,CLE,L (-5),43,44,12,15,22,0.545,0,3,3,0,0.429,1,12,2,0.5,1,0,5,1,6,1,5,3,1,3,1,25,45,19.6,
49,2/15/1993,29-364,CHI,SAC,W (+18),37,44,12,15,21,0.571,0,3,2,0,0.429,8,12,10,0.8,3,0,5,1,8,1,6,3,1,3,1,32,45,28.6,
50,2/17/1993,30-000,CHI,UTA,W (+18),34,44,10,15,25,0.4,2,3,6,0.333,0.429,5,12,7,0.714,4,0,4,1,8,1,6,3,0,3,1,27,45,20.1,
51,2/23/1993,30-006,CHI,MIL,W (+4),41,44,15,15,26,0.577,0,3,1,0,0.429,4,12,6,0.667,1,0,2,1,3,1,4,3,1,2,1,34,45,25.6,
52,2/25/1993,30-008,CHI,ORL,W (+2),41,44,13,15,29,0.448,1,3,3,0.333,0.429,9,12,10,0.9,0,0,4,1,4,1,4,4,0,2,1,36,45,25.3,
53,2/27/1993,30-010,CHI,ATL,W (+20),36,44,13,15,27,0.481,3,3,4,0.75,0.429,5,12,5,1,2,0,7,1,9,1,8,2,0,2,1,34,45,29,
54,3/2/1993,30-013,CHI,NJN,W (+7),40,44,8,15,17,0.471,1,3,3,0.333,0.429,7,12,9,0.778,3,0,6,1,9,1,8,1,0,6,1,24,45,17.4,
55,3/9/1993,30-020,CHI,SEA,W (+3),41,44,15,15,28,0.536,0,3,3,0,0.429,8,12,9,0.889,2,0,2,1,4,1,9,6,1,2,1,38,45,35.8,
56,3/11/1993,30-022,CHI,MIA,L (-2),38,44,11,15,25,0.44,1,3,2,0.5,0.429,6,12,6,1,0,0,5,1,5,1,8,0,0,1,1,29,45,20,
57,3/12/1993,30-023,CHI,CHH,W (+15),43,44,21,15,35,0.6,2,3,4,0.5,0.429,8,12,9,0.889,3,0,6,1,9,1,5,2,1,0,1,52,45,44.4,
58,3/14/1993,30-025,CHI,DET,L (-2),43,44,11,15,25,0.44,1,3,3,0.333,0.429,5,12,6,0.833,0,0,5,1,5,1,6,1,0,0,1,28,45,20.8,
59,3/15/1993,30-026,CHI,LAC,W (+7),38,44,10,15,22,0.455,0,3,1,0,0.429,3,12,4,0.75,3,0,6,1,9,1,4,4,0,7,1,23,45,13.7,
60,3/19/1993,30-030,CHI,WSB,W (+5),39,44,9,15,27,0.333,0,3,0,,0.429,7,12,7,1,1,0,2,1,3,1,5,2,1,0,1,25,45,15.6,
61,3/20/1993,30-031,CHI,WSB,W (+25),31,44,16,15,27,0.593,2,3,2,1,0.429,13,12,15,0.867,0,0,8,1,8,1,4,2,0,1,1,47,45,39.1,
62,3/23/1993,30-034,CHI,MIN,W (+7),42,44,12,15,21,0.571,4,3,6,0.667,0.429,6,12,6,1,1,0,4,1,5,1,7,5,1,3,1,34,45,33.2,
63,3/24/1993,30-035,CHI,PHI,W (+13),39,44,20,15,29,0.69,2,3,4,0.5,0.429,1,12,2,0.5,0,0,2,1,2,1,4,3,0,5,1,43,45,30.9,
64,3/26/1993,30-037,CHI,ORL,W (+21),33,44,5,15,14,0.357,0,3,0,,0.429,8,12,8,1,0,0,7,1,7,1,6,2,0,1,1,18,45,17.1,
65,3/30/1993,30-041,CHI,PHO,L (-4),40,44,19,15,31,0.613,0,3,6,0,0.429,6,12,7,0.857,0,0,3,1,3,1,5,4,0,3,1,44,45,34.5,
66,4/2/1993,30-044,CHI,NJN,W (+13),38,44,16,15,24,0.667,0,3,0,,0.429,8,12,9,0.889,1,0,6,1,7,1,7,9,1,5,1,40,45,40.1,
67,4/4/1993,30-046,CHI,BOS,W (+12),40,44,14,15,23,0.609,1,3,1,1,0.429,3,12,6,0.5,1,0,4,1,5,1,2,2,0,4,1,32,45,20.8,
68,4/6/1993,30-048,CHI,MIL,L (-4),44,44,13,15,30,0.433,1,3,6,0.167,0.429,3,12,4,0.75,1,0,4,1,5,1,6,4,0,5,1,30,45,17.3,
69,4/9/1993,30-051,CHI,ATL,W (+1),44,44,12,15,23,0.522,1,3,3,0.333,0.429,5,12,5,1,1,0,11,1,12,1,4,4,2,7,1,30,45,23.1,
70,4/10/1993,30-052,CHI,IND,W (+5),42,44,11,15,25,0.44,0,3,1,0,0.429,3,12,4,0.75,2,0,4,1,6,1,5,5,0,3,1,25,45,18.4,
71,4/12/1993,30-054,CHI,DET,W (+3),41,44,9,15,21,0.429,0,3,4,0,0.429,5,12,5,1,0,0,6,1,6,1,4,2,0,3,1,23,45,14.3,
72,4/14/1993,30-056,CHI,MIA,W (+27),31,44,12,15,19,0.632,3,3,4,0.75,0.429,7,12,7,1,1,0,3,1,4,1,4,2,0,1,1,34,45,29.7,
73,4/16/1993,30-058,CHI,MIL,W (+14),35,44,15,15,25,0.6,0,3,3,0,0.429,17,12,21,0.81,1,0,6,1,7,1,5,5,0,1,1,47,45,43.5,
74,4/18/1993,30-060,CHI,CLE,L (-9),45,44,13,15,26,0.5,0,3,3,0,0.429,6,12,7,0.857,1,0,0,1,1,1,9,0,1,3,1,32,45,22.1,
75,4/20/1993,30-062,CHI,PHI,W (+29),27,44,12,15,22,0.545,3,3,6,0.5,0.429,1,12,1,1,1,0,2,1,3,1,4,8,0,1,1,28,45,28.1,
76,4/22/1993,30-064,CHI,DET,W (+6),46,44,15,15,27,0.556,0,3,1,0,0.429,6,12,11,0.545,1,0,6,1,7,1,4,4,0,2,1,36,45,26.8,
77,4/23/1993,30-065,CHI,CHH,L (-1),38,44,15,15,27,0.556,1,3,2,0.5,0.429,7,12,8,0.875,1,0,3,1,4,1,3,0,0,2,1,38,45,25.2,
78,4/25/1993,30-067,CHI,NYK,L (-5),37,44,10,15,28,0.357,0,3,2,0,0.429,1,12,3,0.333,5,0,1,1,6,1,7,1,1,4,1,21,45,10.6,
1,3/19/1995,32-030,CHI,IND,L (-7),43,40,7,12,28,0.25,0,0,4,0,0,5,7,6,0.833,2,0,4,5,6,5,6,3,0,3,6,19,31,7.4,
2,3/22/1995,32-033,CHI,BOS,W (+17),26,44,9,10,17,0.529,1,0,3,0.333,0,8,10,8,1,0,3,3,2,3,5,3,2,1,0,7,27,30,22.8,
3,3/24/1995,32-035,CHI,ORL,L (-7),44,39,7,18,23,0.304,0,1,2,0,1,7,7,11,0.636,0,2,4,5,4,7,8,5,2,2,5,21,44,16.5,
4,3/25/1995,32-036,CHI,ATL,W (+1),43,43,14,14,26,0.538,0,0,1,0,0,4,22,4,1,0,0,4,3,4,3,2,1,0,0,1,32,50,22.2,
5,3/28/1995,32-039,CHI,NYK,W (+2),39,44,21,17,37,0.568,3,1,4,0.75,1,10,9,11,0.909,0,3,4,6,4,9,2,1,0,2,2,55,44,37.5,
6,3/30/1995,32-041,CHI,BOS,W (+18),39,46,8,11,17,0.471,2,1,2,1,0.5,5,11,7,0.714,0,2,11,8,11,10,6,0,0,4,6,23,34,16.2,
7,4/1/1995,32-043,CHI,PHI,W (+7),35,42,5,19,19,0.263,0,4,1,0,0.364,2,7,4,0.5,1,2,4,3,5,5,6,1,1,3,5,12,49,3.9,
8,4/5/1995,32-047,CHI,NJN,W (+7),43,42,13,14,31,0.419,1,0,1,1,0,10,10,14,0.714,3,4,8,15,11,19,2,3,1,2,4,37,38,25.3,
9,4/7/1995,32-049,CHI,CLE,W (+9),42,38,9,6,27,0.333,1,0,2,0.5,0,9,10,10,0.9,0,0,8,3,8,3,9,2,1,4,6,28,22,17.7,
10,4/9/1995,32-051,CHI,CLE,L (-1),46,39,9,10,26,0.346,2,2,3,0.667,1,1,13,2,0.5,4,2,5,1,9,3,5,1,1,3,3,21,35,11.7,
11,4/11/1995,32-053,CHI,IND,W (+7),42,46,8,11,27,0.296,1,0,1,1,0,8,11,10,0.8,2,0,9,7,11,7,6,1,2,1,1,25,33,16.6,
12,4/12/1995,32-054,CHI,DET,W (+11),44,37,12,11,23,0.522,1,1,2,0.5,0.5,4,6,4,1,1,0,8,8,9,8,9,0,0,4,2,29,29,21.5,
13,4/16/1995,32-058,CHI,NYK,W (+21),37,40,8,14,19,0.421,0,1,0,,1,12,7,14,0.857,4,2,2,6,6,8,4,3,1,1,4,28,36,25.2,
14,4/17/1995,32-059,CHI,MIA,W (+5),40,44,9,15,21,0.429,0,1,0,,0.333,13,4,16,0.813,0,2,5,3,5,5,4,3,0,1,5,31,35,24.2,
15,4/20/1995,32-062,CHI,DET,W (+15),27,39,8,13,18,0.444,0,0,0,,0,1,11,1,1,4,0,4,3,8,3,7,1,2,0,0,17,37,18.1,
16,4/22/1995,32-064,CHI,CHH,W (+16),33,44,8,10,16,0.5,0,0,2,0,0,3,9,4,0.75,0,1,2,7,2,8,4,0,0,1,3,19,29,12.6,
17,4/23/1995,32-065,CHI,MIL,L (-4),45,34,11,16,29,0.379,4,6,4,1,0.6,7,1,10,0.7,4,2,7,1,11,3,7,3,1,4,1,33,39,23.8,
1,11/3/1995,32-259,CHI,CHH,W (+14),39,40,16,12,29,0.552,3,0,7,0.429,0,7,7,9,0.778,1,0,5,5,6,5,7,0,0,1,6,42,31,31.8,
2,11/4/1995,32-260,CHI,BOS,W (+22),21,44,5,10,12,0.417,0,0,1,0,0,5,10,7,0.714,0,3,0,2,0,5,3,3,1,0,7,15,30,12,
3,11/7/1995,32-263,CHI,TOR,W (+9),40,39,13,18,19,0.684,3,1,4,0.75,1,9,7,9,1,1,2,3,5,4,7,5,4,0,1,5,38,44,37.2,
4,11/9/1995,32-265,CHI,CLE,W (+18),37,43,12,14,24,0.5,4,0,8,0.5,0,1,22,2,0.5,0,0,5,3,5,3,3,0,0,3,1,29,50,16,
5,11/11/1995,32-267,CHI,POR,W (+4),40,44,11,17,23,0.478,0,1,2,0,1,14,9,15,0.933,2,3,1,6,3,9,7,1,1,3,2,36,44,28,
6,11/14/1995,32-270,CHI,ORL,L (-6),40,46,8,11,20,0.4,3,1,7,0.429,0.5,4,11,5,0.8,2,2,5,8,7,10,6,2,0,2,6,23,34,17.3,
7,11/15/1995,32-271,CHI,CLE,W (+19),29,42,7,19,10,0.7,1,4,2,0.5,0.364,5,7,7,0.714,1,2,6,3,7,5,2,1,0,1,5,20,49,18.1,
